"","age_group","sex","miles","acc_inv"
"5259","(16,18]","M","3","0"
"5260","(16,18]","M","1","0"
"5261","(18,21]","M","2","0"
"5262","(18,21]","M","3","0"
"5263","(21,80]","F","3","0"
"5264","(16,18]","F","2","0"
"5265","(16,18]","F","2","0"
"5266","(16,18]","F","2","0"
"5267","(16,18]","F","3","0"
"5268","(21,80]","F","2","0"
"5269","(16,18]","M","3","0"
"5270","(18,21]","F","3","0"
"5271","(16,18]","M","3","0"
"5272","(21,80]","M","1","0"
"5273","(21,80]","M","3","0"
"5274","(16,18]","F","3","0"
"5275","(18,21]","F","2","0"
"5276","(18,21]","F","2","0"
"5277","(18,21]","M","3","0"
"5278","(21,80]","F","3","0"
"5279","(21,80]","M",NA,"0"
"5280","(21,80]","F",NA,"0"
"5281","(16,18]","F","3","1+"
"5282","(21,80]","F","3","0"
"5283","(18,21]","F",NA,"0"
"5284","(21,80]","F","3","0"
"5285","(21,80]","F","3","0"
"5286","(21,80]","M","3","0"
"5287","(21,80]","F","3","0"
"5288","(16,18]","M","3","0"
"5289","(16,18]","M","3","0"
"5290","(18,21]","F","2","0"
"5291","(21,80]","F","2","0"
"5292","(21,80]","F","3","0"
"5293","(16,18]","M",NA,"0"
"5294","(16,18]","F","3","0"
"5295","(18,21]","M","3","0"
"5296","(21,80]","F","3","0"
"5297","(18,21]","M","3","0"
"5298","(21,80]","M","3","0"
"5299","(16,18]","M","2","0"
"5300","(18,21]","F","3","0"
"5301","(21,80]","F","3","0"
"5302","(16,18]","M","3","0"
"5303","(21,80]","M","1","0"
"5304","(16,18]","M","3","0"
"5305","(16,18]","M","3","0"
"5306","(18,21]","M","3","0"
"5307","(21,80]","M","2","1+"
"5308","(21,80]","M",NA,"0"
"5309","(21,80]","M","3","0"
"5310","(21,80]","F","2","0"
"5311","(16,18]","F","3","0"
"5312","(21,80]","F","3","0"
"5313","(18,21]","F","3","0"
"5314","(18,21]","F","2","0"
"5315","(16,18]","F",NA,"1+"
"5316","(16,18]","M","2","1+"
"5317","(21,80]","F","3","0"
"5318","(16,18]","F","3","0"
"5319","(21,80]","F","3","0"
"5320","(21,80]","F","3","0"
"5321","(18,21]","F","1","0"
"5322","(18,21]","M","3","1+"
"5323","(16,18]","F","3","0"
"5324","(21,80]","F","3","0"
"5325","(18,21]","M","1","0"
"5326","(21,80]","F","3","0"
"5327","(21,80]","F","2","0"
"5328","(21,80]","F","1","0"
"5329","(21,80]","F","2","0"
"5330","(16,18]","F","2","0"
"5331","(21,80]","F","2","0"
"5332","(18,21]","F","2","0"
"5333","(21,80]","F","3","0"
"5334","(16,18]","M","2","0"
"5335","(18,21]","F","3","0"
"5336","(16,18]","F","2","0"
"5337","(16,18]","M","2","1+"
"5338","(16,18]","M","2","0"
"5339","(16,18]","M","3","0"
"5340","(18,21]","F","3","0"
"5341","(18,21]","F","3","0"
"5342","(18,21]","F","2","0"
"5343","(16,18]","F","3","0"
"5344","(21,80]","M","3","0"
"5345","(18,21]","M","3","0"
"5346","(18,21]","F","3","0"
"5347","(21,80]","F",NA,"0"
"5348","(18,21]","F","2","0"
"5349","(21,80]","F","1","0"
"5350","(21,80]","M","2","0"
"5351","(18,21]","M","2","0"
"5352","(16,18]","F","1","0"
"5353","(21,80]","F","3","0"
"5354","(21,80]","F","2","0"
"5355","(21,80]","F","1","0"
"5356","(16,18]","F","1","0"
"5357","(16,18]","F","2","0"
"5358","(18,21]","F","3","0"
"5359","(18,21]","F","3","0"
"5360","(21,80]","M","3","0"
"5361","(16,18]","F","3","0"
"5362","(21,80]","F","3","0"
"5363","(21,80]","F",NA,"0"
"5364","(16,18]","M","3","0"
"5365","(16,18]","F","3","0"
"5366","(16,18]","F","3","0"
"5367","(18,21]","F","2","0"
"5368","(21,80]","M","2","0"
"5369","(18,21]","F","3","0"
"5370","(18,21]","M","3","0"
"5371","(16,18]","M","2","0"
"5372","(21,80]","M","2","0"
"5373","(21,80]","F","2","1+"
"5374","(21,80]","M","1","0"
"5375","(18,21]","F",NA,"0"
"5376","(18,21]","F","3","0"
"5377","(21,80]","F","3","0"
"5378","(21,80]","M","3","0"
"5379","(16,18]","F","2","0"
"5380","(21,80]","F","3","0"
"5381","(21,80]","F","3","0"
"5382","(16,18]","F","2","0"
"5383","(18,21]","F","2","0"
"5384","(16,18]","F","3","0"
"5385","(16,18]","M","3","1+"
"5386","(16,18]","M","1","0"
"5387","(21,80]","M","2","0"
"5388","(16,18]","M","1","0"
"5389","(18,21]","F","3","0"
"5390","(18,21]","F","1","0"
"5391","(18,21]","M","3","0"
"5392","(18,21]","F","3","0"
"5393","(16,18]","M","2",NA
"5394","(16,18]","M","1","0"
"5395","(18,21]","M","3","0"
"5396","(21,80]","F","3","0"
"5397","(16,18]","M","2","0"
"5398","(18,21]","F","2","0"
"5399","(16,18]","M","3","0"
"5400","(16,18]","F","1","1+"
"5401","(21,80]","F","3","0"
"5402","(16,18]","M","1","0"
"5403","(18,21]","M","3","0"
"5404","(21,80]","M","3","0"
"5405","(16,18]","M","2","0"
"5406","(21,80]","F",NA,"0"
"5407","(21,80]","M","3","0"
"5408","(16,18]","F","3","0"
"5409","(16,18]","M","3","1+"
"5410","(21,80]","F","2","0"
"5411","(18,21]","F","2","0"
"5412","(21,80]","F","3","0"
"5413","(21,80]","F","3","0"
"5414","(18,21]","F",NA,"0"
"5415","(16,18]","M","2","1+"
"5416","(18,21]","M","3","0"
"5417","(18,21]","F","3","0"
"5418","(16,18]","M","3","1+"
"5419","(18,21]","F","3","1+"
"5420","(18,21]","F","2","0"
"5421","(21,80]","F","3","0"
"5422","(18,21]","M","2","0"
"5423","(21,80]","F","3","1+"
"5424","(21,80]","M","3","0"
"5425","(16,18]","F","3","0"
"5426","(21,80]","F","3","0"
"5427","(16,18]","F","2","0"
"5428","(18,21]","M","3","0"
"5429","(21,80]","F","3","0"
"5430","(16,18]","F","2",NA
"5431","(16,18]","F","3","0"
"5432","(21,80]","F","3","0"
"5433","(16,18]","M","2","0"
"5434","(16,18]","F","2","0"
"5435","(18,21]","M","2","0"
"5436","(21,80]","M","3","0"
"5437","(21,80]","M","3","0"
"5438","(21,80]","F","1","0"
"5439","(16,18]","F","3","0"
"5440","(21,80]","F","3","0"
"5441","(21,80]","M","3","0"
"5442","(18,21]","F","2","0"
"5443","(21,80]","F",NA,"0"
"5444","(18,21]","M","2","0"
"5445","(16,18]","F","3","0"
"5446","(21,80]","F","1","0"
"5447","(18,21]","F","3","0"
"5448","(21,80]","M","3","0"
"5449","(21,80]","F","3","0"
"5450","(21,80]","F","2","0"
"5451","(18,21]","F","1","0"
"5452","(21,80]","F","2","0"
"5453","(16,18]","M","3","0"
"5454","(18,21]","F","2","0"
"5455","(18,21]","M","3","0"
"5456","(16,18]","M","2","0"
"5457","(16,18]","F","3","0"
"5458","(21,80]","F",NA,"0"
"5459","(16,18]","M","2","0"
"5460","(16,18]","M","2","0"
"5461","(18,21]","M","2","0"
"5462","(21,80]","F","3","0"
"5463","(16,18]","M","3","0"
"5464","(21,80]","F","3","0"
"5465","(16,18]","M",NA,"0"
"5466","(21,80]","F","2","1+"
"5467","(18,21]","M","2","0"
"5468","(18,21]","F","2","0"
"5469","(16,18]","M","2","0"
"5470","(16,18]","F","2","0"
"5471","(21,80]","F","3","0"
"5472","(16,18]","F","3","0"
"5473","(21,80]","M","3","0"
"5474","(21,80]","F","3","1+"
"5475","(16,18]","F","2","0"
"5476","(21,80]","F","3","0"
"5477","(16,18]","M","3","0"
"5478","(16,18]","F","3","0"
"5479","(16,18]","F",NA,"0"
"5480","(21,80]","F","3","0"
"5481","(21,80]","F","3","0"
"5482","(18,21]","F","3","0"
"5483","(16,18]","M","1","0"
"5484","(16,18]","F","3","0"
"5485","(18,21]","F","2","0"
"5486","(18,21]","M","3","0"
"5487","(16,18]","M","3","0"
"5488","(16,18]","F","3","0"
"5489","(21,80]","F",NA,"0"
"5490","(21,80]","F","3","0"
"5491","(21,80]","F","2","0"
"5492","(16,18]","F","3","0"
"5493","(21,80]","F","3","0"
"5494","(18,21]","F","2","0"
"5495","(21,80]","F","2","0"
"5496","(16,18]","F","3","0"
"5497","(16,18]","M","3","0"
"5498","(21,80]","M","3","0"
"5499","(16,18]","F","3","0"
"5500","(16,18]","F","3","0"
"5501","(16,18]","F",NA,"0"
"5502","(21,80]","M","2","0"
"5503","(21,80]","F","3","0"
"5504","(21,80]","F","2","0"
"5505","(16,18]","F","2","0"
"5506","(21,80]","F","3","0"
"5507","(21,80]","F","3","0"
"5508","(16,18]","F","3","0"
"5509","(21,80]","F","3","0"
"5510","(16,18]","F","2","0"
"5511","(16,18]","F","2","1+"
"5512","(16,18]","M","2","0"
"5513","(21,80]","F",NA,"0"
"5514","(16,18]","F","3","0"
"5515","(18,21]","M",NA,"0"
"5516","(21,80]","M","3","0"
"5517","(16,18]","M","3","0"
"5518","(21,80]","M","2","1+"
"5519","(21,80]","F","3","0"
"5520","(21,80]","F","3","0"
"5521","(21,80]","M","3","0"
"5522","(16,18]","F",NA,"0"
"5523","(21,80]","M","3","0"
"5524","(21,80]","F",NA,"0"
"5525","(21,80]","M","1","0"
"5526","(18,21]","M","3","0"
"5527","(16,18]","M","3","0"
"5528","(16,18]","F","3","0"
"5529","(16,18]","M","2","1+"
"5530","(16,18]","M","1","1+"
"5531","(18,21]","F","3","0"
"5532","(18,21]","F",NA,"0"
"5533","(21,80]","F",NA,"0"
"5534","(16,18]","M","2","1+"
"5535","(16,18]","M","2","0"
"5536","(18,21]","F","3","0"
"5537","(16,18]","F","2","0"
"5538","(16,18]","F","1","0"
"5539","(18,21]","F","3","0"
"5540","(21,80]","F",NA,"0"
"5541","(18,21]","M","1","0"
"5542","(16,18]","M","1","0"
"5543","(21,80]","F",NA,"0"
"5544","(16,18]","M","3","0"
"5545","(21,80]","M","3","0"
"5546","(16,18]","M","2","1+"
"5547","(21,80]","F","3","0"
"5548","(16,18]","M","2","0"
"5549","(16,18]","F","3","0"
"5550","(21,80]","F","3","0"
"5551","(18,21]","M","2","0"
"5552","(18,21]","F",NA,"0"
"5553","(16,18]","F","2","0"
"5554","(21,80]","F","3","0"
"5555","(18,21]","F","3","0"
"5556","(16,18]","M","3","0"
"5557","(16,18]","M","2","0"
"5558","(21,80]","M","2","0"
"5559","(16,18]","M","3","1+"
"5560","(16,18]","F",NA,"0"
"5561","(21,80]","F","2","0"
"5562","(18,21]","M","1","0"
"5563","(21,80]","M","3","0"
"5564","(21,80]","F","2","0"
"5565","(16,18]","M","2","1+"
"5566","(16,18]","F","2","0"
"5567","(21,80]","M","3","0"
"5568","(18,21]","F","2","0"
"5569","(16,18]","F","2","0"
"5570","(16,18]","M","1","0"
"5571","(16,18]","F","3","0"
"5572","(16,18]","F","2","0"
"5573","(16,18]","M","3","0"
"5574","(21,80]","F","3","0"
"5575","(21,80]","M","3","0"
"5576","(21,80]","F","3","0"
"5577","(16,18]","M","2","0"
"5578","(16,18]","F","3","0"
"5579","(16,18]","M","2","1+"
"5580","(18,21]","F","2","1+"
"5581","(16,18]","M","2","0"
"5582","(16,18]","F","2","0"
"5583","(16,18]","F","3","0"
"5584","(16,18]","M","1","0"
"5585","(21,80]","F",NA,"1+"
"5586","(21,80]","F","3","0"
"5587","(18,21]","F","2","0"
"5588","(21,80]","M","3","0"
"5589","(18,21]","M","1","0"
"5590","(21,80]","F","1","0"
"5591","(16,18]","M",NA,"0"
"5592","(21,80]","F","3","0"
"5593","(16,18]","M","2","0"
"5594","(16,18]","M","2","0"
"5595","(16,18]","F","2","1+"
"5596","(21,80]","M","2","0"
"5597","(16,18]","F","2","0"
"5598","(21,80]","F","3","0"
"5599","(18,21]","F","2","0"
"5600","(18,21]","F","2","0"
"5601","(21,80]","F","3","0"
"5602","(21,80]","F","3","0"
"5603","(16,18]","F","2","0"
"5604","(21,80]","M","2","0"
"5605","(21,80]","F","2","0"
"5606","(16,18]","M","3","0"
"5607","(16,18]","M","2","1+"
"5608","(18,21]","M","2","0"
"5609","(21,80]","F","3","0"
"5610","(21,80]","M","1","0"
"5611","(16,18]","F","3","0"
"5612","(16,18]","F","2","0"
"5613","(16,18]","M","3","0"
"5614","(18,21]","F","3","0"
"5615","(16,18]","M","2","1+"
"5616","(18,21]","F","3","0"
"5617","(21,80]","F","3","0"
"5618","(18,21]","F","3","0"
"5619","(21,80]","F",NA,"0"
"5620","(21,80]","M","3","0"
"5621","(16,18]","F",NA,"0"
"5622","(18,21]","M","3","0"
"5623","(21,80]","F",NA,"0"
"5624","(21,80]","F","3","0"
"5625","(21,80]","M","2","0"
"5626","(18,21]","M","3","0"
"5627","(21,80]","F","3","0"
"5628","(18,21]","F",NA,"0"
"5629","(21,80]","M","2","0"
"5630","(16,18]","M","3","0"
"5631","(16,18]","M","3","0"
"5632","(18,21]","F","3","0"
"5633","(16,18]","F","3","0"
"5634","(21,80]","F","2","0"
"5635","(16,18]","F","2","0"
"5636","(16,18]","M","3","0"
"5637","(21,80]","F","1","0"
"5638","(18,21]","F",NA,"0"
"5639","(18,21]","F","3","0"
"5640","(21,80]","F",NA,"0"
"5641","(21,80]","M","3","0"
"5642","(16,18]","F","2","0"
"5643","(16,18]","M","3","1+"
"5644","(18,21]","F","3","0"
"5645","(21,80]","M","1","0"
"5646","(21,80]","F","2","0"
"5647","(18,21]","M","3","0"
"5648","(16,18]","M","2","0"
"5649","(18,21]","M","2","0"
"5650","(16,18]","F","2","0"
"5651","(16,18]","M","2","1+"
"5652","(18,21]","M","3","0"
"5653","(21,80]","M","1","0"
"5654","(18,21]","M","3","0"
"5655","(16,18]","M","3","0"
"5656","(21,80]","F","2","0"
"5657","(16,18]","M","2","0"
"5658","(18,21]","F","3","0"
"5659","(21,80]","F","2","0"
"5660","(18,21]","F","3","0"
"5661","(16,18]","M","2","0"
"5662","(16,18]","F","1","0"
"5663","(16,18]","M","3","0"
"5664","(21,80]","M","3","0"
"5665","(21,80]","M","3","0"
"5666","(16,18]","F","3","0"
"5667","(21,80]","M","2","0"
"5668","(16,18]","M","3","0"
"5669","(16,18]","F","2","0"
"5670","(21,80]","F","2","0"
"5671","(18,21]","M","3","0"
"5672","(18,21]","F","2","0"
"5673","(21,80]","M","1","0"
"5674","(16,18]","M","3","0"
"5675","(18,21]","F","2","0"
"5676","(18,21]","F","2","0"
"5677","(21,80]","F","3","0"
"5678","(21,80]","F","2","0"
"5679","(18,21]","F","3","0"
"5680","(16,18]","F",NA,"0"
"5681","(21,80]","F",NA,"0"
"5682","(16,18]","F","1","1+"
"5683","(21,80]","M","1","1+"
"5684","(18,21]","M","3","0"
"5685","(16,18]","F",NA,"0"
"5686","(16,18]","M","3","0"
"5687","(16,18]","M","2","0"
"5688","(16,18]","F","3","0"
"5689","(21,80]","F","1","0"
"5690","(18,21]","F",NA,"0"
"5691","(21,80]","F",NA,"0"
"5692","(16,18]","F","3","0"
"5693","(16,18]","F",NA,"0"
"5694","(18,21]","F","2","0"
"5695","(16,18]","F","3","0"
"5696","(18,21]","F","2","0"
"5697","(18,21]","M","1","0"
"5698","(21,80]","M","2","0"
"5699","(18,21]","M","3","1+"
"5700","(21,80]","F","3","0"
"5701","(16,18]","F","3","0"
"5702","(16,18]","F","2","0"
"5703","(16,18]","M","2","0"
"5704","(18,21]","F","3","0"
"5705","(21,80]","F","1","0"
"5706","(16,18]","F","3","0"
"5707","(21,80]","M","2","0"
"5708","(21,80]","F","3","0"
"5709","(18,21]","F","3","0"
"5710","(18,21]","F","2","0"
"5711","(18,21]","F","3","0"
"5712","(18,21]","M","2","0"
"5713","(18,21]","F","3","0"
"5714","(16,18]","M","3","0"
"5715","(21,80]","F","3","0"
"5716","(21,80]","F","2","0"
"5717","(21,80]","F",NA,"0"
"5718","(16,18]","M","3","0"
"5719","(18,21]","M","2","1+"
"5720","(21,80]","F","3","0"
"5721","(18,21]","F","2","0"
"5722","(21,80]","F","3","0"
"5723","(21,80]","M","3","0"
"5724","(16,18]","M","2","0"
"5725","(16,18]","F","3","0"
"5726","(21,80]","F","3","0"
"5727","(16,18]","M","2","0"
"5728","(16,18]","F","1","0"
"5729","(18,21]","F","3","0"
"5730","(16,18]","F","3","0"
"5731","(16,18]","F","2","0"
"5732","(21,80]","M","3","0"
"5733","(16,18]","M",NA,"0"
"5734","(16,18]","M","2","0"
"5735","(21,80]","F","3","0"
"5736","(18,21]","M","3","0"
"5737","(16,18]","M","2","0"
"5738","(18,21]","F","3","0"
"5739","(18,21]","F","3","0"
"5740","(16,18]","M","2","0"
"5741","(21,80]","F","3","0"
"5742","(16,18]","F","2","1+"
"5743","(18,21]","F",NA,"0"
"5744","(21,80]","F","3","0"
"5745","(16,18]","F","2","0"
"5746","(16,18]","F","2","0"
"5747","(16,18]","M","3","1+"
"5748","(18,21]","F",NA,"0"
"5749","(21,80]","M","1","0"
"5750","(16,18]","M","2","0"
"5751","(16,18]","M","3","0"
"5752","(16,18]","M","3","0"
"5753","(21,80]","M","2","0"
"5754","(18,21]","M","3","0"
"5755","(21,80]","F",NA,"0"
"5756","(16,18]","F","2","0"
"5757","(18,21]","F","3","0"
"5758","(18,21]","F","2","1+"
"5759","(21,80]","M","3","0"
"5760","(21,80]","F","3","0"
"5761","(18,21]","F",NA,"0"
"5762","(18,21]","F","2","0"
"5763","(18,21]","F","3","0"
"5764","(18,21]","M","2","0"
"5765","(16,18]","M","2","0"
"5766","(18,21]","F","2","0"
"5767","(18,21]","M","3","0"
"5768","(21,80]","F","3","0"
"5769","(21,80]","F","3","0"
"5770","(21,80]","F","2","0"
"5771","(16,18]","F","2","0"
"5772","(16,18]","M","2","0"
"5773","(16,18]","M","3","1+"
"5774","(16,18]","F","2","0"
"5775","(16,18]","F","2","0"
"5776","(16,18]","F","2","0"
"5777","(21,80]","F",NA,"0"
"5778","(16,18]","F","3","0"
"5779","(16,18]","F","2","0"
"5780","(21,80]","F","1","0"
"5781","(16,18]","M","3","1+"
"5782","(16,18]","M","3","0"
"5783","(16,18]","F","1","0"
"5784","(21,80]","M","3","0"
"5785","(16,18]","M","2","0"
"5786","(16,18]","M","2",NA
"5787","(18,21]","F","3","0"
"5788","(21,80]","F","3","0"
"5789","(16,18]","F","3","0"
"5790","(16,18]","F","3","0"
"5791","(21,80]","F","3","0"
"5792","(18,21]","M","1","0"
"5793","(16,18]","M","2","0"
"5794","(16,18]","F","2","1+"
"5795","(16,18]","M","2","0"
"5796","(16,18]","F","3","0"
"5797","(18,21]","F","2","0"
"5798","(18,21]","F","2","0"
"5799","(16,18]","F",NA,"0"
"5800","(18,21]","F","1","0"
"5801","(18,21]","F","2","0"
"5802","(16,18]","F","2","0"
"5803","(18,21]","F","2","0"
"5804","(16,18]","F","3","0"
"5805","(21,80]","F","3","1+"
"5806","(21,80]","M","3","0"
"5807","(21,80]","F","3","0"
"5808","(16,18]","M","2","0"
"5809","(16,18]","M","3","0"
"5810","(16,18]","F","2","0"
"5811","(21,80]","F","3","0"
"5812","(21,80]","F","2","0"
"5813","(16,18]","F","3","0"
"5814","(21,80]","F","3","0"
"5815","(21,80]","F","3","0"
"5816","(21,80]","M","2","0"
"5817","(18,21]","M","2","0"
"5818","(21,80]","M","3","0"
"5819","(16,18]","F","2","0"
"5820","(16,18]","F","1","0"
"5821","(21,80]","F","2","0"
"5822","(21,80]","F","3","0"
"5823","(21,80]","M","2","0"
"5824","(16,18]","M","3","0"
"5825","(16,18]","F","3","0"
"5826","(18,21]","F","3","0"
"5827","(21,80]","F","3","0"
"5828","(21,80]","M","2","0"
"5829","(21,80]","F","3","0"
"5830","(21,80]","M","3","0"
"5831","(18,21]","F","3","0"
"5832","(21,80]","M","3","0"
"5833","(16,18]","F","3","0"
"5834","(16,18]","F","2","0"
"5835","(16,18]","M","1","0"
"5836","(16,18]","M","1","0"
"5837","(21,80]","F","2","0"
"5838","(21,80]","M","2","0"
"5839","(21,80]","M","3","0"
"5840","(16,18]","F",NA,"0"
"5841","(21,80]","F","2","0"
"5842","(18,21]","F","2","0"
"5843","(21,80]","M","3","0"
"5844","(16,18]","M","2","0"
"5845","(18,21]","F","3","0"
"5846","(18,21]","F",NA,"1+"
"5847","(21,80]","F","3","0"
"5848","(18,21]","F","3","0"
"5849","(18,21]","M","3","0"
"5850","(21,80]","F","2","0"
"5851","(16,18]","M","2","0"
"5852","(21,80]","F","3","0"
"5853","(21,80]","F",NA,"0"
"5854","(21,80]","F","3","0"
"5855","(21,80]","M","3","0"
"5856","(21,80]","M","2","1+"
"5857","(21,80]","F","3","1+"
"5858","(21,80]","M","2","0"
"5859","(18,21]","F","3","0"
"5860","(21,80]","F","2","0"
"5861","(16,18]","F","2","0"
"5862","(21,80]","F","1","0"
"5863","(18,21]","M","1","0"
"5864","(21,80]","F","1","0"
"5865","(21,80]","F","2","0"
"5866","(16,18]","M","3","0"
"5867","(21,80]","M","2","0"
"5868","(18,21]","M","2","0"
"5869","(16,18]","F","3","1+"
"5870","(18,21]","F","3","0"
"5871","(21,80]","F",NA,"0"
"5872","(21,80]","M","2","0"
"5873","(16,18]","F","3","0"
"5874","(18,21]","M","3","0"
"5875","(16,18]","M","1","0"
"5876","(21,80]","F","3","0"
"5877","(16,18]","M","3","0"
"5878","(21,80]","M","2","0"
"5879","(21,80]","M","2","0"
"5880","(16,18]","F","3","0"
"5881","(18,21]","F","1","0"
"5882","(21,80]","F","2","0"
"5883","(21,80]","M","2","0"
"5884","(18,21]","M","3","0"
"5885","(16,18]","M","2","0"
"5886","(18,21]","M","2","0"
"5887","(21,80]","F","1","0"
"5888","(16,18]","M","2","0"
"5889","(21,80]","M","3","0"
"5890","(18,21]","F","3","0"
"5891","(21,80]","M","2","0"
"5892","(18,21]","M","2","0"
"5893","(21,80]","M","3","0"
"5894","(21,80]","F","3","0"
"5895","(21,80]","F","3","0"
"5896","(16,18]","F","2","0"
"5897","(21,80]","F","2","0"
"5898","(16,18]","M","1","1+"
"5899","(21,80]","M","3","0"
"5900","(21,80]","F","3","0"
"5901","(18,21]","M","3","0"
"5902","(21,80]","F","3","0"
"5903","(18,21]","F","3","0"
"5904","(18,21]","M","3","0"
"5905","(18,21]","M","2","0"
"5906","(18,21]","M","3","0"
"5907","(21,80]","F","3","0"
"5908","(16,18]","F","3","0"
"5909","(18,21]","F","2","0"
"5910","(16,18]","M","2","1+"
"5911","(21,80]","F","1","0"
"5912","(16,18]","F","3","1+"
"5913","(18,21]","M","3","0"
"5914","(21,80]","F","2","0"
"5915","(18,21]","M","2","0"
"5916","(16,18]","M","3","0"
"5917","(18,21]","F","3","0"
"5918","(18,21]","F","3","0"
"5919","(16,18]","F","2","0"
"5920","(21,80]","F","3","0"
"5921","(16,18]","F","2","0"
"5922","(18,21]","M","2","1+"
"5923","(16,18]","F",NA,"0"
"5924","(18,21]","F","3","0"
"5925","(18,21]","F","3","0"
"5926","(21,80]","F","3","0"
"5927","(18,21]","F","3","0"
"5928","(16,18]","F","3","0"
"5929","(18,21]","F",NA,"0"
"5930","(18,21]","F",NA,"0"
"5931","(16,18]","F","2","0"
"5932","(16,18]","F","3","0"
"5933","(18,21]","F","2","0"
"5934","(16,18]","M","3","0"
"5935","(18,21]","F","3","0"
"5936","(18,21]","F","3","0"
"5937","(16,18]","M","3","0"
"5938","(21,80]","F","3","0"
"5939","(16,18]","M","3","0"
"5940","(16,18]","M","3","0"
"5941","(18,21]","F","2","0"
"5942","(21,80]","F","3","0"
"5943","(18,21]","M","2","0"
"5944","(21,80]","F",NA,"1+"
"5945","(18,21]","M","2","0"
"5946","(18,21]","F","3","0"
"5947","(16,18]","F","3","0"
"5948","(18,21]","F","2","0"
"5949","(18,21]","F","3","0"
"5950","(16,18]","M","3","0"
"5951","(18,21]","M","1","0"
"5952","(21,80]","F","3","0"
"5953","(21,80]","F","3","0"
"5954","(16,18]","F","2","0"
"5955","(16,18]","M","3","0"
"5956","(18,21]","F","2","0"
"5957","(18,21]","F","1","0"
"5958","(16,18]","F",NA,"0"
"5959","(16,18]","F","3","0"
"5960","(21,80]","F","3","0"
"5961","(18,21]","M","3","0"
"5962","(21,80]","F",NA,"0"
"5963","(18,21]","F",NA,"0"
"5964","(21,80]","F","1","0"
"5965","(21,80]","M","3","0"
"5966","(16,18]","M","3","1+"
"5967","(18,21]","F","3","0"
"5968","(16,18]","M","2","1+"
"5969","(18,21]","F","3","0"
"5970","(21,80]","F","3","0"
"5971","(21,80]","F","2","0"
"5972","(18,21]","F","3","0"
"5973","(21,80]","M","2","0"
"5974","(21,80]","F","3","0"
"5975","(21,80]","F","3","0"
"5976","(16,18]","F","3","0"
"5977","(21,80]","F","3","0"
"5978","(21,80]","F","3","0"
"5979","(21,80]","F","2","0"
"5980","(21,80]","F","3","0"
"5981","(16,18]","F","2","0"
"5982","(21,80]","M","2","0"
"5983","(18,21]","M","2","0"
"5984","(18,21]","F","3","0"
"5985","(21,80]","M","2","0"
"5986","(18,21]","F","2","0"
"5987","(21,80]","F","3","1+"
"5988","(18,21]","F","2","0"
"5989","(18,21]","M","1","1+"
"5990","(18,21]","M","3","0"
"5991","(16,18]","M","2","0"
"5992","(16,18]","F","2","0"
"5993","(16,18]","F","3","0"
"5994","(16,18]","F","2","0"
"5995","(21,80]","M","3","0"
"5996","(18,21]","F","3","0"
"5997","(18,21]","M","3","0"
"5998","(21,80]","F","3","0"
"5999","(21,80]","F","1","0"
"6000","(16,18]","F","2","0"
