"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"795","M",10,1,0,0,0,NA
"796","F",11,0,0,0,0,NA
"797","F",6,0,0,0,0,0
"798","F",9,0,0,0,0,NA
"799","F",3,0,0,0,0,0
"800","F",3,0,0,0,0,0
"801","M",14,0,0,0,NA,NA
"802","F",5,0,0,0,0,0
"803","F",4,0,0,0,0,0
"804","F",1,0,0,0,0,0
"805","M",1,0,0,0,0,0
"806","F",13,0,0,0,NA,NA
"807","M",12,1,1,0,1,NA
"808","M",1,0,0,0,0,0
"809","M",6,0,0,0,0,0
"810","M",13,0,0,0,NA,NA
"811","F",3,1,1,0,1,0
"812","M",4,0,0,0,0,0
"813","M",2,0,0,0,0,0
"814","M",5,0,0,0,0,0
"815","F",1,0,0,0,0,0
"816","M",8,0,0,0,0,0
"817","M",4,0,0,0,0,0
"818","F",1,0,0,0,0,0
"819","M",2,0,0,0,0,0
"820","M",4,0,0,0,0,0
"821","F",2,0,0,0,0,0
"822","M",5,0,0,0,0,0
"823","M",5,0,0,0,0,0
"824","F",6,0,0,0,0,0
"825","F",7,1,1,0,0,0
"826","M",16,0,0,0,NA,NA
"827","F",7,0,0,0,0,0
"828","F",6,0,0,0,0,0
"829","F",7,0,0,0,0,0
"830","F",9,0,0,0,0,NA
"831","F",6,0,0,0,0,0
"832","M",2,0,0,0,0,0
"833","F",1,0,0,0,0,0
"834","M",1,0,0,0,0,0
"835","M",2,1,1,1,0,0
"836","F",2,0,0,0,0,0
"837","M",3,0,0,0,0,0
"838","F",6,0,0,0,0,0
"839","M",12,1,0,1,0,NA
"840","F",13,0,0,0,NA,NA
"841","M",4,0,0,0,0,0
"842","F",16,1,1,1,NA,NA
"843","M",5,0,0,0,0,0
"844","F",3,1,0,0,0,0
"845","F",6,0,0,0,0,0
"846","M",3,0,0,0,0,0
"847","F",11,0,0,0,0,NA
"848","M",6,0,0,0,0,0
"849","M",4,1,1,1,0,0
"850","F",13,0,0,0,NA,NA
"851","F",10,0,0,0,0,NA
"852","F",14,0,0,0,NA,NA
"853","M",3,0,0,0,0,0
"854","M",5,0,0,0,0,0
"855","F",7,0,0,0,0,0
"856","F",2,0,0,0,0,0
"857","F",1,0,0,0,0,0
"858","M",1,0,0,0,0,0
"859","F",1,0,0,0,0,0
"860","F",13,0,0,0,NA,NA
"861","F",2,0,0,0,0,0
"862","F",13,1,1,0,NA,NA
"863","M",6,0,0,0,0,0
"864","F",2,0,0,0,0,0
"865","M",1,0,0,0,0,0
"866","F",11,0,0,0,0,NA
"867","F",5,0,0,0,0,0
"868","M",4,1,1,1,0,1
"869","F",3,0,0,0,0,0
"870","F",5,0,0,0,0,0
"871","F",1,0,0,0,0,0
"872","F",1,0,0,0,0,0
"873","M",16,0,0,0,NA,NA
"874","F",3,0,0,0,0,0
"875","F",1,0,0,0,0,0
"876","F",6,0,0,0,0,0
"877","F",7,0,0,0,0,0
"878","M",2,0,0,0,0,0
"879","F",1,1,1,1,0,0
"880","F",7,0,0,0,0,0
"881","F",4,0,0,0,0,0
"882","F",8,0,0,0,0,0
"883","F",1,0,0,0,0,0
"884","F",2,0,0,0,0,0
"885","F",8,1,0,0,0,0
"886","M",3,0,0,0,0,0
"887","F",7,1,1,0,0,0
"888","F",1,0,0,0,0,0
"889","M",6,1,1,1,1,1
"890","M",1,0,0,0,0,0
"891","M",4,0,0,0,0,0
"892","F",16,0,0,0,NA,NA
"893","F",15,0,0,0,NA,NA
"894","F",13,0,0,0,NA,NA
"895","F",1,0,0,0,0,0
"896","M",8,1,1,0,0,0
"897","F",16,1,0,0,NA,NA
"898","M",2,0,0,0,0,0
"899","M",11,1,1,0,0,NA
"900","M",6,0,0,0,0,0
"901","F",4,0,0,0,0,0
"902","F",4,0,0,0,0,0
"903","F",2,0,0,0,0,0
"904","F",4,0,0,0,0,0
"905","F",1,1,1,1,1,1
"906","F",4,0,0,0,0,0
"907","F",9,1,0,0,1,NA
"908","M",1,0,0,0,0,0
"909","M",1,0,0,0,0,0
"910","M",3,0,0,0,0,0
"911","M",6,0,0,0,0,0
"912","F",1,0,0,0,0,0
"913","M",3,1,1,0,0,0
"914","M",2,1,1,1,1,1
"915","F",6,0,0,0,0,0
"916","M",3,0,0,0,0,0
"917","F",4,0,0,0,0,0
"918","F",7,0,0,0,0,0
"919","M",2,0,0,0,0,0
"920","M",8,0,0,0,0,0
"921","M",12,1,1,1,0,NA
"922","F",10,0,0,0,0,NA
"923","M",14,1,0,0,NA,NA
"924","F",14,0,0,0,NA,NA
"925","F",3,0,0,0,0,0
"926","F",6,0,0,0,0,0
"927","F",6,0,0,0,0,0
"928","M",1,0,0,0,0,0
"929","F",4,0,0,0,0,0
"930","F",11,0,0,0,0,NA
"931","M",3,0,0,0,0,0
"932","F",5,0,0,0,0,0
"933","M",1,0,0,0,0,0
"934","M",3,0,0,0,0,0
"935","M",1,0,0,0,0,0
"936","F",2,0,0,0,0,0
"937","F",1,0,0,0,0,0
"938","F",3,0,0,0,0,0
"939","F",3,0,0,0,0,0
"940","F",1,1,0,0,0,0
"941","F",9,1,1,0,0,NA
"942","F",10,0,0,0,0,NA
"943","M",4,0,0,0,0,0
"944","M",8,1,1,1,0,0
"945","M",4,0,0,0,0,0
"946","F",6,0,0,0,0,0
"947","F",1,1,0,0,0,0
"948","M",1,0,0,0,0,0
"949","F",10,1,0,0,0,NA
"950","M",10,0,0,0,0,NA
"951","F",6,0,0,0,0,0
"952","F",6,0,0,0,0,0
"953","M",2,0,0,0,0,0
"954","M",9,0,0,0,0,NA
"955","F",8,0,0,0,0,0
"956","F",1,0,0,0,0,0
"957","M",1,0,0,0,0,0
"958","F",8,1,0,1,0,1
"959","M",3,0,0,0,0,0
"960","M",1,0,0,0,0,0
"961","M",3,0,0,0,0,0
"962","F",16,0,0,0,NA,NA
"963","F",8,0,0,0,0,0
"964","M",1,0,0,0,0,0
"965","M",10,0,0,0,0,NA
"966","F",5,0,0,0,0,0
"967","M",4,0,0,0,0,0
"968","M",3,0,0,0,0,0
"969","F",10,0,0,0,0,NA
"970","F",11,1,0,1,0,NA
"971","F",1,0,0,0,0,0
"972","F",3,0,0,0,0,0
"973","F",5,0,0,0,0,0
"974","F",2,0,0,0,0,0
"975","M",5,0,0,0,0,0
"976","M",7,0,0,0,0,0
"977","F",4,0,0,0,0,0
"978","M",3,0,0,0,0,0
"979","F",11,1,1,0,0,NA
"980","F",6,1,0,0,0,0
"981","F",16,0,0,0,NA,NA
"982","F",8,0,0,0,0,0
"983","M",1,0,0,0,0,0
"984","M",7,0,0,0,0,0
"985","M",6,0,0,0,0,0
"986","F",2,0,0,0,0,0
"987","F",4,0,0,0,0,0
"988","F",8,0,0,0,0,0
"989","F",2,0,0,0,0,0
"990","F",12,1,0,1,0,NA
"991","F",3,0,0,0,0,0
"992","F",9,1,0,0,0,NA
"993","M",1,0,0,0,0,0
"994","F",11,0,0,0,0,NA
"995","M",1,0,0,0,0,0
"996","F",7,0,0,0,0,0
"997","F",3,0,0,0,0,0
"998","M",2,1,0,0,0,0
"999","F",6,0,0,0,0,0
"1000","M",2,0,0,0,0,0
"1001","M",4,0,0,0,0,0
"1002","M",5,0,0,0,0,0
"1003","M",4,1,1,1,0,0
"1004","F",6,1,1,1,1,0
"1005","F",1,1,0,0,1,0
"1006","F",2,1,1,0,0,0
"1007","M",15,1,0,0,NA,NA
"1008","F",7,0,0,0,0,0
"1009","F",1,0,0,0,0,0
"1010","M",4,0,0,0,0,0
"1011","M",6,0,0,0,0,0
"1012","F",5,0,0,0,0,0
"1013","M",2,0,0,0,0,0
"1014","M",5,1,0,0,0,0
"1015","M",1,0,0,0,0,0
"1016","M",2,0,0,0,0,0
"1017","F",5,0,0,0,0,0
"1018","M",2,0,0,0,0,0
"1019","M",2,1,0,0,0,0
"1020","F",1,0,0,0,0,0
"1021","F",6,0,0,0,0,0
"1022","M",2,0,0,0,0,0
"1023","M",8,1,1,1,1,1
"1024","F",6,0,0,0,0,0
"1025","M",11,1,0,0,0,NA
"1026","F",3,1,1,1,1,1
"1027","M",1,0,0,0,0,0
"1028","F",1,0,0,0,0,0
"1029","M",12,0,0,0,0,NA
"1030","F",3,0,0,0,0,0
"1031","M",4,0,0,0,0,0
"1032","F",4,1,1,0,0,0
"1033","F",15,1,0,0,NA,NA
"1034","M",3,0,0,0,0,0
"1035","F",15,1,0,0,NA,NA
"1036","F",3,0,0,0,0,0
"1037","F",8,0,0,0,0,0
"1038","F",5,0,0,0,0,0
"1039","M",1,0,0,0,0,0
"1040","F",1,0,0,0,0,0
"1041","M",9,1,1,1,1,NA
"1042","F",7,0,0,0,0,0
"1043","M",4,1,0,1,0,0
"1044","F",4,0,0,0,0,0
"1045","F",2,1,1,0,0,1
"1046","F",16,0,0,0,NA,NA
"1047","M",6,0,0,0,0,0
"1048","F",6,0,0,0,0,0
"1049","F",8,0,0,0,0,0
"1050","F",2,0,0,0,0,0
"1051","M",4,0,0,0,0,0
"1052","F",6,0,0,0,0,0
"1053","F",2,0,0,0,0,0
"1054","F",6,0,0,0,0,0
"1055","F",2,0,0,0,0,0
"1056","F",4,0,0,0,0,0
"1057","F",5,0,0,0,0,0
"1058","M",5,1,0,0,0,0
"1059","F",12,0,0,0,0,NA
"1060","M",1,0,0,0,0,0
"1061","M",6,0,0,0,0,0
"1062","F",1,0,0,0,0,0
"1063","F",3,0,0,0,0,0
"1064","M",12,0,0,0,0,NA
"1065","F",9,1,0,1,1,NA
"1066","F",1,0,0,0,0,0
"1067","F",3,0,0,0,0,0
"1068","F",10,0,0,0,0,NA
"1069","F",9,0,0,0,0,NA
"1070","F",6,0,0,0,0,0
"1071","M",4,0,0,0,0,0
"1072","M",4,0,0,0,0,0
"1073","F",4,1,0,0,0,0
"1074","M",8,0,0,0,0,0
"1075","F",6,1,0,0,0,0
"1076","F",1,0,0,0,0,0
"1077","F",13,0,0,0,NA,NA
"1078","M",2,1,0,0,0,0
"1079","M",1,0,0,0,0,0
"1080","F",4,0,0,0,0,0
"1081","M",8,0,0,0,0,0
"1082","M",7,0,0,0,0,0
"1083","M",3,1,0,1,0,1
"1084","F",1,0,0,0,0,0
"1085","F",6,0,0,0,0,0
"1086","M",4,0,0,0,0,0
"1087","M",1,0,0,0,0,0
"1088","F",4,0,0,0,0,0
"1089","M",11,0,0,0,0,NA
"1090","M",2,0,0,0,0,0
"1091","F",3,0,0,0,0,0
"1092","F",12,0,0,0,0,NA
"1093","M",4,1,1,0,0,0
"1094","M",6,0,0,0,0,0
"1095","M",7,0,0,0,0,0
"1096","F",11,0,0,0,0,NA
"1097","F",10,0,0,0,0,NA
"1098","F",6,0,0,0,0,0
"1099","F",15,0,0,0,NA,NA
"1100","M",3,0,0,0,0,0
"1101","M",3,0,0,0,0,0
"1102","F",8,1,1,1,1,1
"1103","F",2,0,0,0,0,0
"1104","F",4,0,0,0,0,0
"1105","F",12,1,1,0,0,NA
"1106","F",2,0,0,0,0,0
"1107","F",6,0,0,0,0,0
"1108","M",7,0,0,0,0,0
"1109","F",2,0,0,0,0,0
"1110","F",4,1,0,0,0,0
"1111","F",8,1,1,1,0,0
"1112","F",6,0,0,0,0,0
"1113","F",6,0,0,0,0,0
"1114","M",1,0,0,0,0,0
"1115","M",2,0,0,0,0,0
"1116","M",14,0,0,0,NA,NA
"1117","M",3,0,0,0,0,0
"1118","F",6,1,0,0,0,0
"1119","F",6,0,0,0,0,0
"1120","F",6,0,0,0,0,0
"1121","F",7,0,0,0,0,0
"1122","F",6,0,0,0,0,0
"1123","F",4,0,0,0,0,0
"1124","F",11,1,0,0,0,NA
"1125","M",7,0,0,0,0,0
"1126","F",2,0,0,0,0,0
"1127","M",12,1,1,1,1,NA
"1128","F",9,0,0,0,0,NA
"1129","M",3,0,0,0,0,0
"1130","F",1,0,0,0,0,0
"1131","M",1,0,0,0,0,0
"1132","M",6,0,0,0,0,0
"1133","M",6,0,0,0,0,0
"1134","F",5,0,0,0,0,0
"1135","F",3,0,0,0,0,0
"1136","F",1,1,0,0,0,0
"1137","F",11,0,0,0,0,NA
"1138","F",2,0,0,0,0,0
"1139","F",3,0,0,0,0,0
"1140","M",15,1,0,0,NA,NA
"1141","F",16,1,1,1,NA,NA
"1142","M",14,0,0,0,NA,NA
"1143","M",7,1,0,0,0,0
"1144","M",8,0,0,0,0,0
"1145","M",2,0,0,0,0,0
"1146","M",7,0,0,0,0,0
"1147","F",16,0,0,0,NA,NA
"1148","F",8,1,1,1,0,1
"1149","M",1,0,0,0,0,0
"1150","M",1,0,0,0,0,0
"1151","F",5,0,0,0,0,0
"1152","F",1,0,0,0,0,0
"1153","M",1,1,1,0,1,0
"1154","F",16,1,1,1,NA,NA
"1155","M",1,0,0,0,0,0
"1156","F",5,0,0,0,0,0
"1157","M",11,1,1,1,0,NA
"1158","F",2,0,0,0,0,0
"1159","M",4,0,0,0,0,0
"1160","F",1,0,0,0,0,0
"1161","M",1,1,1,1,0,0
"1162","M",1,0,0,0,0,0
"1163","F",7,0,0,0,0,0
"1164","M",3,0,0,0,0,0
"1165","F",11,0,0,0,0,NA
"1166","M",10,0,0,0,0,NA
"1167","F",6,0,0,0,0,0
"1168","F",7,0,0,0,0,0
"1169","F",12,1,0,0,0,NA
"1170","M",10,0,0,0,0,NA
"1171","F",6,0,0,0,0,0
"1172","M",7,0,0,0,0,0
"1173","M",4,0,0,0,0,0
"1174","F",6,0,0,0,0,0
"1175","M",1,0,0,0,0,0
"1176","M",5,0,0,0,0,0
"1177","M",3,0,0,0,0,0
"1178","F",6,0,0,0,0,0
"1179","F",3,1,1,0,0,0
"1180","M",4,1,1,1,1,1
"1181","F",10,0,0,0,0,NA
"1182","M",6,0,0,0,0,0
"1183","M",8,0,0,0,0,0
"1184","M",8,0,0,0,0,0
"1185","F",3,0,0,0,0,0
"1186","F",1,0,0,0,0,0
"1187","F",11,0,0,0,0,NA
"1188","M",1,0,0,0,0,0
"1189","F",6,0,0,0,0,0
"1190","M",2,0,0,0,0,0
"1191","F",4,0,0,0,0,0
"1192","M",1,0,0,0,0,0
"1193","F",3,0,0,0,0,0
"1194","M",3,1,0,0,0,0
"1195","M",6,1,0,1,0,0
"1196","M",2,0,0,0,0,0
"1197","F",2,1,1,1,1,1
"1198","F",3,0,0,0,0,0
"1199","F",7,1,1,1,0,0
"1200","F",4,0,0,0,0,0
"1201","M",6,0,0,0,0,0
"1202","F",13,0,0,0,NA,NA
"1203","F",6,0,0,0,0,0
"1204","F",6,1,1,1,1,0
"1205","M",2,0,0,0,0,0
"1206","F",4,0,0,0,0,0
"1207","F",1,0,0,0,0,0
"1208","F",4,0,0,0,0,0
"1209","F",3,0,0,0,0,0
"1210","M",2,0,0,0,0,0
"1211","M",3,0,0,0,0,0
"1212","F",8,0,0,0,0,0
"1213","M",11,0,0,0,0,NA
"1214","M",1,0,0,0,0,0
"1215","F",3,0,0,0,0,0
"1216","F",1,0,0,0,0,0
"1217","M",8,0,0,0,0,0
"1218","M",8,1,1,0,0,0
"1219","M",1,0,0,0,0,0
"1220","M",1,0,0,0,0,0
"1221","M",2,0,0,0,0,0
"1222","M",9,1,1,0,0,NA
"1223","M",6,0,0,0,0,0
"1224","F",16,0,0,0,NA,NA
"1225","F",8,1,1,1,1,1
"1226","F",6,0,0,0,0,0
"1227","F",1,0,0,0,0,0
"1228","M",1,0,0,0,0,0
"1229","M",10,0,0,0,0,NA
"1230","M",9,1,0,0,0,NA
"1231","F",15,0,0,0,NA,NA
"1232","M",10,1,0,0,1,NA
"1233","F",1,0,0,0,0,0
"1234","F",1,0,0,0,0,0
"1235","F",1,0,0,0,0,0
"1236","M",6,1,1,0,0,0
"1237","F",1,0,0,0,0,0
"1238","M",1,0,0,0,0,0
"1239","F",1,0,0,0,0,0
"1240","M",3,0,0,0,0,0
"1241","F",11,0,0,0,0,NA
"1242","F",5,0,0,0,0,0
"1243","M",9,0,0,0,0,NA
"1244","M",5,0,0,0,0,0
"1245","F",4,0,0,0,0,0
"1246","F",4,0,0,0,0,0
"1247","M",4,0,0,0,0,0
"1248","F",2,0,0,0,0,0
"1249","F",7,0,0,0,0,0
"1250","F",8,1,1,0,0,0
"1251","M",8,0,0,0,0,0
"1252","F",3,0,0,0,0,0
"1253","M",4,1,1,0,1,1
"1254","M",2,0,0,0,0,0
"1255","F",4,0,0,0,0,0
"1256","F",6,0,0,0,0,0
"1257","F",6,0,0,0,0,0
"1258","M",1,0,0,0,0,0
"1259","M",3,0,0,0,0,0
"1260","F",4,0,0,0,0,0
"1261","F",14,0,0,0,NA,NA
"1262","F",2,0,0,0,0,0
"1263","F",7,1,1,1,1,1
"1264","F",2,0,0,0,0,0
"1265","F",6,0,0,0,0,0
"1266","M",3,0,0,0,0,0
"1267","F",7,0,0,0,0,0
"1268","F",7,0,0,0,0,0
"1269","F",6,1,1,1,1,1
"1270","M",7,0,0,0,0,0
"1271","M",3,0,0,0,0,0
"1272","F",1,0,0,0,0,0
"1273","F",9,0,0,0,0,NA
"1274","F",11,0,0,0,0,NA
"1275","F",7,0,0,0,0,0
"1276","M",10,1,0,0,0,NA
"1277","M",13,1,1,0,NA,NA
"1278","F",8,0,0,0,0,0
"1279","M",8,0,0,0,0,0
"1280","F",4,0,0,0,0,0
"1281","F",7,0,0,0,0,0
"1282","F",1,0,0,0,0,0
"1283","M",2,0,0,0,0,0
"1284","M",1,0,0,0,0,0
"1285","M",5,0,0,0,0,0
"1286","F",1,0,0,0,0,0
"1287","F",8,0,0,0,0,0
"1288","F",11,0,0,0,0,NA
"1289","F",1,0,0,0,0,0
"1290","F",4,0,0,0,0,0
"1291","M",6,0,0,0,0,0
"1292","F",5,0,0,0,0,0
"1293","F",9,0,0,0,0,NA
"1294","F",4,0,0,0,0,0
"1295","M",6,0,0,0,0,0
"1296","M",3,0,0,0,0,0
"1297","F",4,0,0,0,0,0
"1298","M",2,1,1,0,0,0
"1299","M",3,0,0,0,0,0
"1300","F",4,0,0,0,0,0
"1301","M",1,0,0,0,0,0
"1302","M",1,0,0,0,0,0
"1303","M",11,0,0,0,0,NA
"1304","F",3,0,0,0,0,0
"1305","F",14,0,0,0,NA,NA
"1306","M",8,0,0,0,0,0
"1307","M",1,0,0,0,0,0
"1308","M",1,0,0,0,0,0
"1309","F",16,1,1,1,NA,NA
"1310","F",1,0,0,0,0,0
"1311","M",1,0,0,0,0,0
"1312","M",3,0,0,0,0,0
"1313","M",1,0,0,0,0,0
"1314","F",1,0,0,0,0,0
"1315","M",8,0,0,0,0,0
"1316","F",1,1,1,1,0,1
"1317","M",1,0,0,0,0,0
"1318","F",4,0,0,0,0,0
"1319","F",1,1,0,0,0,0
"1320","M",6,0,0,0,0,0
"1321","M",4,0,0,0,0,0
"1322","M",6,0,0,0,0,0
"1323","F",16,1,0,0,NA,NA
"1324","M",10,0,0,0,0,NA
"1325","F",1,0,0,0,0,0
"1326","M",12,0,0,0,0,NA
"1327","M",6,1,0,0,0,0
"1328","M",2,0,0,0,0,0
"1329","F",1,0,0,0,0,0
"1330","F",6,0,0,0,0,0
"1331","M",5,0,0,0,0,0
"1332","M",4,0,0,0,0,0
"1333","F",14,0,0,0,NA,NA
"1334","M",1,0,0,0,0,0
"1335","M",4,1,1,0,0,0
"1336","F",12,1,0,1,0,NA
"1337","M",6,1,1,0,0,0
"1338","F",3,0,0,0,0,0
"1339","F",1,0,0,0,0,0
"1340","F",6,0,0,0,0,0
"1341","F",6,1,0,0,1,0
"1342","M",3,0,0,0,0,0
"1343","M",8,0,0,0,0,0
"1344","F",13,1,1,1,NA,NA
"1345","F",4,1,0,0,0,0
"1346","F",10,1,1,1,1,NA
"1347","M",2,0,0,0,0,0
"1348","F",1,0,0,0,0,0
"1349","M",4,0,0,0,0,0
"1350","M",4,0,0,0,0,0
"1351","F",3,1,1,1,1,1
"1352","M",1,0,0,0,0,0
"1353","M",2,0,0,0,0,0
"1354","F",10,0,0,0,0,NA
"1355","F",3,1,1,1,1,1
"1356","M",1,0,0,0,0,0
"1357","M",4,0,0,0,0,0
"1358","F",2,1,1,1,0,0
"1359","F",5,0,0,0,0,0
"1360","M",9,1,1,0,0,NA
"1361","F",3,1,0,0,1,1
"1362","F",3,0,0,0,0,0
"1363","F",8,0,0,0,0,0
"1364","F",1,0,0,0,0,0
"1365","F",10,1,0,0,0,NA
"1366","F",2,0,0,0,0,0
"1367","M",2,0,0,0,0,0
"1368","F",4,0,0,0,0,0
"1369","M",7,0,0,0,0,0
"1370","F",15,0,0,0,NA,NA
"1371","M",5,0,0,0,0,0
"1372","M",1,0,0,0,0,0
"1373","M",4,0,0,0,0,0
"1374","M",5,0,0,0,0,0
"1375","M",10,0,0,0,0,NA
"1376","M",12,0,0,0,0,NA
"1377","F",8,0,0,0,0,0
"1378","F",12,1,0,1,0,NA
"1379","F",6,0,0,0,0,0
"1380","M",16,0,0,0,NA,NA
"1381","F",11,0,0,0,0,NA
"1382","M",1,0,0,0,0,0
"1383","F",9,0,0,0,0,NA
"1384","M",3,0,0,0,0,0
"1385","F",6,0,0,0,0,0
"1386","F",2,0,0,0,0,0
"1387","F",3,0,0,0,0,0
"1388","F",2,0,0,0,0,0
"1389","F",6,0,0,0,0,0
"1390","F",10,1,0,0,0,NA
"1391","F",1,0,0,0,0,0
"1392","F",6,0,0,0,0,0
"1393","M",1,0,0,0,0,0
"1394","M",3,0,0,0,0,0
"1395","M",1,0,0,0,0,0
"1396","F",8,0,0,0,0,0
"1397","F",1,0,0,0,0,0
"1398","M",6,0,0,0,0,0
"1399","F",1,0,0,0,0,0
"1400","M",1,0,0,0,0,0
"1401","M",3,0,0,0,0,0
"1402","M",2,0,0,0,0,0
"1403","F",12,0,0,0,0,NA
"1404","F",3,1,0,0,0,0
"1405","M",6,0,0,0,0,0
"1406","F",16,1,0,0,NA,NA
"1407","M",6,0,0,0,0,0
"1408","F",3,0,0,0,0,0
"1409","F",9,0,0,0,0,NA
"1410","F",3,0,0,0,0,0
"1411","M",6,0,0,0,0,0
"1412","F",1,0,0,0,0,0
"1413","F",2,0,0,0,0,0
"1414","M",2,1,0,0,0,0
"1415","M",12,0,0,0,0,NA
"1416","F",6,0,0,0,0,0
"1417","M",3,0,0,0,0,0
"1418","M",4,0,0,0,0,0
"1419","M",6,0,0,0,0,0
"1420","F",8,1,0,0,1,1
"1421","M",5,0,0,0,0,0
"1422","F",4,0,0,0,0,0
"1423","M",2,0,0,0,0,0
"1424","F",2,1,0,0,1,0
"1425","M",4,0,0,0,0,0
"1426","F",11,1,1,1,1,NA
"1427","M",7,1,0,0,0,0
"1428","F",1,0,0,0,0,0
"1429","F",1,0,0,0,0,0
"1430","F",10,0,0,0,0,NA
"1431","M",4,0,0,0,0,0
"1432","M",1,0,0,0,0,0
"1433","F",6,0,0,0,0,0
"1434","M",1,0,0,0,0,0
"1435","F",15,0,0,0,NA,NA
"1436","M",2,0,0,0,0,0
"1437","M",13,1,0,0,NA,NA
"1438","F",12,0,0,0,0,NA
"1439","F",7,0,0,0,0,0
"1440","F",5,0,0,0,0,0
"1441","M",3,0,0,0,0,0
"1442","M",10,0,0,0,0,NA
"1443","F",2,0,0,0,0,0
"1444","F",11,1,1,1,1,NA
"1445","F",1,0,0,0,0,0
"1446","F",4,0,0,0,0,0
"1447","F",6,0,0,0,0,0
"1448","F",3,1,0,0,0,0
"1449","F",10,1,0,0,0,NA
"1450","M",2,0,0,0,0,0
"1451","F",1,0,0,0,0,0
"1452","F",16,0,0,0,NA,NA
"1453","M",3,0,0,0,0,0
"1454","M",4,0,0,0,0,0
"1455","F",6,0,0,0,0,0
"1456","F",4,0,0,0,0,0
"1457","M",4,0,0,0,0,0
"1458","F",3,0,0,0,0,0
"1459","F",4,1,0,0,0,0
"1460","M",2,0,0,0,0,0
"1461","F",2,0,0,0,0,0
"1462","F",2,1,1,0,1,1
"1463","M",3,0,0,0,0,0
"1464","F",8,0,0,0,0,0
"1465","F",1,0,0,0,0,0
"1466","F",2,0,0,0,0,0
"1467","M",3,0,0,0,0,0
"1468","M",7,0,0,0,0,0
"1469","M",13,0,0,0,NA,NA
"1470","M",3,0,0,0,0,0
"1471","M",3,0,0,0,0,0
"1472","F",7,0,0,0,0,0
"1473","F",2,0,0,0,0,0
"1474","M",1,0,0,0,0,0
"1475","M",1,0,0,0,0,0
"1476","F",5,0,0,0,0,0
"1477","M",2,0,0,0,0,0
"1478","M",3,0,0,0,0,0
"1479","F",10,1,0,0,0,NA
"1480","F",11,0,0,0,0,NA
"1481","F",7,0,0,0,0,0
"1482","F",8,0,0,0,0,0
"1483","M",3,1,0,0,1,0
"1484","F",2,0,0,0,0,0
"1485","F",9,1,1,1,1,NA
"1486","M",4,0,0,0,0,0
"1487","F",10,0,0,0,0,NA
"1488","F",6,0,0,0,0,0
"1489","F",7,0,0,0,0,0
"1490","F",6,0,0,0,0,0
"1491","M",6,0,0,0,0,0
"1492","F",6,0,0,0,0,0
"1493","M",15,1,0,1,NA,NA
"1494","F",1,0,0,0,0,0
"1495","F",1,0,0,0,0,0
"1496","M",3,0,0,0,0,0
"1497","F",13,0,0,0,NA,NA
"1498","F",2,1,0,0,0,0
"1499","M",15,0,0,0,NA,NA
"1500","M",14,1,1,1,NA,NA
"1501","F",2,1,0,1,0,0
"1502","F",3,0,0,0,0,0
"1503","F",16,1,0,0,NA,NA
"1504","M",3,0,0,0,0,0
"1505","M",10,0,0,0,0,NA
"1506","M",1,0,0,0,0,0
"1507","F",1,0,0,0,0,0
"1508","F",6,0,0,0,0,0
"1509","F",11,1,1,1,0,NA
"1510","M",15,0,0,0,NA,NA
"1511","M",10,0,0,0,0,NA
"1512","F",6,0,0,0,0,0
"1513","M",1,0,0,0,0,0
"1514","M",13,0,0,0,NA,NA
"1515","M",1,0,0,0,0,0
"1516","F",6,0,0,0,0,0
"1517","M",4,0,0,0,0,0
"1518","F",14,1,0,0,NA,NA
"1519","M",2,0,0,0,0,0
"1520","F",1,0,0,0,0,0
"1521","F",13,0,0,0,NA,NA
"1522","F",14,0,0,0,NA,NA
"1523","M",6,0,0,0,0,0
"1524","F",6,0,0,0,0,0
"1525","F",9,0,0,0,0,NA
"1526","M",7,0,0,0,0,0
"1527","M",5,0,0,0,0,0
"1528","F",16,1,1,0,NA,NA
"1529","M",6,0,0,0,0,0
"1530","M",10,0,0,0,0,NA
"1531","F",8,0,0,0,0,0
"1532","F",4,0,0,0,0,0
"1533","F",6,0,0,0,0,0
"1534","M",6,0,0,0,0,0
"1535","M",10,0,0,0,0,NA
"1536","F",4,0,0,0,0,0
"1537","F",1,0,0,0,0,0
"1538","M",3,0,0,0,0,0
"1539","F",3,0,0,0,0,0
"1540","F",1,0,0,0,0,0
"1541","F",4,0,0,0,0,0
"1542","F",5,0,0,0,0,0
"1543","F",2,0,0,0,0,0
"1544","M",5,0,0,0,0,0
"1545","F",1,0,0,0,0,0
"1546","M",2,0,0,0,0,0
"1547","F",16,1,0,0,NA,NA
"1548","F",10,0,0,0,0,NA
"1549","F",1,0,0,0,0,0
"1550","F",1,0,0,0,0,0
"1551","F",7,0,0,0,0,0
"1552","F",7,0,0,0,0,0
"1553","F",8,0,0,0,0,0
"1554","M",1,0,0,0,0,0
"1555","F",6,1,0,0,1,1
"1556","M",6,0,0,0,0,0
"1557","M",4,0,0,0,0,0
"1558","M",4,1,0,0,0,0
"1559","F",15,0,0,0,NA,NA
"1560","M",6,0,0,0,0,0
"1561","F",2,0,0,0,0,0
"1562","F",10,0,0,0,0,NA
"1563","M",2,0,0,0,0,0
"1564","F",5,0,0,0,0,0
"1565","M",7,1,1,0,0,0
"1566","F",7,0,0,0,0,0
"1567","F",4,0,0,0,0,0
"1568","M",11,1,0,0,0,NA
"1569","F",4,0,0,0,0,0
