"","age_group","sex","freq","acc_inv","hp"
"8042","(21,80]","F","2","0","1"
"8043","(18,21]","M","1","0","1"
"8044","(16,18]","F","2","0","1"
"8045","(18,21]","M","2","0","1"
"8046","(18,21]","F","1","0","1"
"8047","(21,80]","F","1","0","1"
"8048","(16,18]","M","2","0","1"
"8049","(16,18]","F","2","0","1"
"8050","(21,80]","M","1","0","1"
"8051","(18,21]","F","1","1+","1"
"8052","(16,18]","F","2","0","1"
"8053","(21,80]","M","1","0","1"
"8054","(18,21]","M","3","0","1"
"8055","(18,21]","F","1","0","1"
"8056","(21,80]","M","1","0","1"
"8057","(21,80]","F","1","0","1"
"8058","(16,18]","M","2","0","1"
"8059","(16,18]","F","1","0","1"
"8060","(16,18]","F","2","0",NA
"8061","(18,21]","F","1","0","1"
"8062","(21,80]","F","2","0","1"
"8063","(21,80]","F","2","0","1"
"8064","(21,80]","F","3","0","1"
"8065","(18,21]","M","2","0","1"
"8066","(16,18]","M","1","0","1"
"8067","(16,18]","M","1","1+","1"
"8068","(21,80]","F","1","0","1"
"8069","(21,80]","F","2","0","1"
"8070","(18,21]","M","2","1+","1"
"8071","(21,80]","F","1","0","1"
"8072","(18,21]","M","2","1+","1"
"8073","(16,18]","F","1","0","1"
"8074","(21,80]","M","2","0","1"
"8075","(21,80]","F","1","0","1"
"8076","(16,18]","M","2","0","1"
"8077","(16,18]","M","2","0","1"
"8078","(18,21]","F","1","0","1"
"8079","(16,18]","F","1","0","1"
"8080","(18,21]","F","1","0","1"
"8081","(21,80]","F","1","0","1"
"8082","(16,18]","F","1","0","1"
"8083","(21,80]","M","3","0","1"
"8084","(16,18]","M","2","0","1"
"8085","(16,18]","F","1","0","1"
"8086","(16,18]","M","1","0","1"
"8087","(16,18]","F","1","0","1"
"8088","(21,80]","F","1","0","1"
"8089","(18,21]","M","1","0",NA
"8090","(16,18]","F","2","0","1"
"8091","(18,21]","F","1","0","1"
"8092","(21,80]","F","3","0","1"
"8093","(16,18]","F","1","0","1"
"8094","(16,18]","F","2","0","1"
"8095","(18,21]","F","3","0","1"
"8096","(21,80]","F","1","0","1"
"8097","(21,80]","F","1","0","1"
"8098","(18,21]","M","2","0","1"
"8099","(16,18]","F","3","0","1"
"8100","(18,21]","F","2","0","1"
"8101","(21,80]","M","2","0","1"
"8102","(21,80]","F","3","0","1"
"8103","(18,21]","F","2","0","1"
"8104","(21,80]","F","2","0","1"
"8105","(18,21]","M","1","0","1"
"8106","(18,21]","M","1","0","1"
"8107","(16,18]","M","1","0","1"
"8108","(21,80]","F","1","0","1"
"8109","(18,21]","F","1","0","1"
"8110","(21,80]","F","1","0","1"
"8111","(18,21]","F","1","0","1"
"8112","(21,80]","F","3","0","1"
"8113","(16,18]","F","1","0","1"
"8114","(18,21]","F","1","0","1"
"8115","(21,80]","F","2","0","1"
"8116","(21,80]","M","1","0","1"
"8117","(18,21]","F","1","0","1"
"8118","(21,80]","M","2","0","1"
"8119","(16,18]","M","3","0","1"
"8120","(21,80]","F","2","0","1"
"8121","(16,18]","M","1","0",NA
"8122","(16,18]","M","1","0","1"
"8123","(21,80]","F","3","0","1"
"8124","(21,80]","M","2","0","1"
"8125","(18,21]","F","1","0","1"
"8126","(18,21]","F","2","0","1"
"8127","(21,80]","F","1","0","1"
"8128","(16,18]","M","2","0","1"
"8129","(18,21]","F","2","0","1"
"8130","(16,18]","M","1","0","1"
"8131","(18,21]","M","1","0","1"
"8132","(18,21]","M","3","0","1"
"8133","(16,18]","M","2","0","1"
"8134","(21,80]","F","1","0","1"
"8135","(18,21]","F","2","0","1"
"8136","(16,18]","F","1","0","1"
"8137","(18,21]","F","3","0","1"
"8138","(18,21]","F","1","0","1"
"8139","(21,80]","F","1","0","1"
"8140","(18,21]","F","1","1+","1"
"8141","(16,18]","F","1","0","1"
"8142","(16,18]","M","3","0","1"
"8143","(18,21]","F","2","0","1"
"8144","(21,80]","F","2","0","1"
"8145","(18,21]","F","2","0","1"
"8146","(16,18]","M","2","0","1"
"8147","(18,21]","M","1","0","1"
"8148","(16,18]","M","1","0",NA
"8149","(21,80]","F","2","0","1"
"8150","(16,18]","F","2","0","1"
"8151","(16,18]","F","1","0","1"
"8152","(21,80]","F","3","0","1"
"8153","(21,80]","F","2","0","1"
"8154","(21,80]","M","2","0","1"
"8155","(18,21]","M","2","0","1"
"8156","(21,80]","F","1","1+","1"
"8157","(21,80]","M","2","0","1"
"8158","(16,18]","M","3","0","1"
"8159","(21,80]","F","1","0","1"
"8160","(16,18]","M","3","0","1"
"8161","(16,18]","F","1","0","1"
"8162","(18,21]","M","3","0","1"
"8163","(16,18]","M","1","0","1"
"8164","(21,80]","F","3","0","1"
"8165","(21,80]","F","1","0","1"
"8166","(16,18]","F","1","0","1"
"8167","(16,18]","M","2","1+","1"
"8168","(21,80]","F","3","0","1"
"8169","(16,18]","F","2","0","1"
"8170","(21,80]","F","1","0","1"
"8171","(21,80]","F","3","0","1"
"8172","(16,18]","F","1","0","1"
"8173","(16,18]","M","1","0","1"
"8174","(16,18]","M","1","0","1"
"8175","(18,21]","F","1","0","1"
"8176","(21,80]","M","2","1+","1"
"8177","(16,18]","M","3","0","1"
"8178","(21,80]","F","2","0","1"
"8179","(21,80]","F","1","0","1"
"8180","(21,80]","F","3","0","1"
"8181","(18,21]","F","1","0","1"
"8182","(16,18]","M","3","0","1"
"8183","(18,21]","F","1","0","1"
"8184","(18,21]","M","3","0","1"
"8185","(18,21]","F","2","0","1"
"8186","(16,18]","M","2","0","1"
"8187","(18,21]","F","1","0","1"
"8188","(21,80]","F","2","0","1"
"8189","(18,21]","M","2","0","1"
"8190","(16,18]","F","1","0","1"
"8191","(18,21]","M","1","1+","1"
"8192","(21,80]","M","2","0","1"
"8193","(21,80]","F","2","0","1"
"8194","(16,18]","F","1","0","1"
"8195","(21,80]","F","3","0","1"
"8196","(16,18]","F","1","0","1"
"8197","(16,18]","F","2","0","1"
"8198","(16,18]","F","1","0",NA
"8199","(21,80]","M","3","0","1"
"8200","(16,18]","F","1","0","1"
"8201","(18,21]","F","1","0","1"
"8202","(18,21]","M","2","0","1"
"8203","(16,18]","F","1","0","1"
"8204","(18,21]","F","1","0","1"
"8205","(16,18]","M","2","0","1"
"8206","(16,18]","M","2","1+",NA
"8207","(16,18]","F","1","1+","1"
"8208","(16,18]","F","3","0",NA
"8209","(16,18]","M","1","0","1"
"8210","(18,21]","M","2","0","1"
"8211","(21,80]","M","1","0","1"
"8212","(18,21]","F","1","0","1"
"8213","(18,21]","F","3","0","1"
"8214","(18,21]","M","2","0","1"
"8215","(16,18]","M","1","0","1"
"8216","(21,80]","F","2","0","1"
"8217","(18,21]","F","1","0","1"
"8218","(16,18]","F","1","0","1"
"8219","(18,21]","F","1","0","1"
"8220","(18,21]","M","1","0","1"
"8221","(18,21]","F","1","0","1"
"8222","(16,18]","F","1","0","1"
"8223","(16,18]","F","2","0","1"
"8224","(18,21]","M","1","0","1"
"8225","(21,80]","F","2","0","1"
"8226","(18,21]","M","3","0","1"
"8227","(21,80]","F","1","0","1"
"8228","(16,18]","F","3","0","1"
"8229","(16,18]","M","2","0","1"
"8230","(21,80]","F","2","0","1"
"8231","(16,18]","M","3","0","1"
"8232","(21,80]","M","3","1+","1"
"8233","(21,80]","F","2","0","1"
"8234","(16,18]","M","1","0","1"
"8235","(18,21]","F","1","0","1"
"8236","(21,80]","F","1","0","1"
"8237","(21,80]","F","3","0","1"
"8238","(16,18]","M","2","0","1"
"8239","(16,18]","F","2","0","1"
"8240","(16,18]","F","1","0","1"
"8241","(16,18]","F","2","0","1"
"8242","(21,80]","F","1","0","1"
"8243","(16,18]","F","2","0","1"
"8244","(16,18]","F","1","0","1"
"8245","(16,18]","F","2","0","1"
"8246","(21,80]","F","2","0","1"
"8247","(18,21]","M","1","0","1"
"8248","(21,80]","M","3","0","1"
"8249","(21,80]","F","2","0","1"
"8250","(18,21]","M","2","0","1"
"8251","(16,18]","F","2","0","1"
"8252","(18,21]","F","1","0","1"
"8253","(18,21]","F","3","0","1"
"8254","(18,21]","F","1","0","1"
"8255","(16,18]","F","2","0","1"
"8256","(16,18]","F","2","0","1"
"8257","(21,80]","F","1","0","1"
"8258","(16,18]","F","2","0","1"
"8259","(18,21]","F","3","0","1"
"8260","(21,80]","F","2","0","1"
"8261","(18,21]","M","2","0","1"
"8262","(21,80]","F","1","0","1"
"8263","(16,18]","F","3","0","1"
"8264","(16,18]","M","1","0","1"
"8265","(16,18]","M","1","0","1"
"8266","(21,80]","M","2","0","1"
"8267","(16,18]","F","1","0","1"
"8268","(21,80]","F","2","0","1"
"8269","(21,80]","M","1","0","1"
"8270","(16,18]","F","1","0","1"
"8271","(18,21]","F","2","0","1"
"8272","(21,80]","F","1","0","1"
"8273","(21,80]","F","3","0","1"
"8274","(18,21]","M","2","0","1"
"8275","(18,21]","F","2","0",NA
"8276","(21,80]","F","2","0","1"
"8277","(18,21]","F","2","0","0"
"8278","(21,80]","F","3","0","1"
"8279","(21,80]","F","1","1+","1"
"8280","(21,80]","F","2","0","1"
"8281","(18,21]","M","3","0","1"
"8282","(21,80]","F","1","0","1"
"8283","(21,80]","F","2","0","1"
"8284","(18,21]","F","3","0","1"
"8285","(21,80]","F","1","0","1"
"8286","(18,21]","M","2","0","1"
"8287","(16,18]","M","1","0","1"
"8288","(18,21]","F","1","0","1"
"8289","(16,18]","F","1","0","1"
"8290","(21,80]","M","1","0","1"
"8291","(18,21]","F","1","0","1"
"8292","(16,18]","F","1","0","1"
"8293","(21,80]","F","1","0","1"
"8294","(21,80]","M","3","0","1"
"8295","(21,80]","F","1","0","1"
"8296","(18,21]","M","3","0","1"
"8297","(16,18]","F","1","0","1"
"8298","(16,18]","M","3","1+","1"
"8299","(21,80]","F","2","0","1"
"8300","(16,18]","F","1","0","1"
"8301","(18,21]","F","1","0","1"
"8302","(18,21]","F","2","0","1"
"8303","(16,18]","F","1","1+","1"
"8304","(21,80]","F","3","0","1"
"8305","(18,21]","F","1","0","1"
"8306","(16,18]","M","1","0","1"
"8307","(18,21]","F","2","0","1"
"8308","(18,21]","F","1","0","1"
"8309","(18,21]","M","2","0","1"
"8310","(21,80]","M","2","0","1"
"8311","(21,80]","M","1","0","1"
"8312","(21,80]","M","1","0","1"
"8313","(21,80]","F","2","0","1"
"8314","(16,18]","M","2","1+","1"
"8315","(16,18]","M","1","1+","1"
"8316","(21,80]","F","2","0","1"
"8317","(18,21]","F","1","0","1"
"8318","(16,18]","F","1","0","1"
"8319","(16,18]","F","1","0","1"
"8320","(16,18]","M","3","0","1"
"8321","(21,80]","M","2","0","1"
"8322","(21,80]","F","1","0","1"
"8323","(21,80]","F","1","0","1"
"8324","(16,18]","M","2","0","1"
"8325","(21,80]","M","2","1+","1"
"8326","(21,80]","F","1","0","1"
"8327","(16,18]","M","1","0","1"
"8328","(18,21]","F","2","0","1"
"8329","(21,80]","M","2","0","1"
"8330","(18,21]","F","1","0","1"
"8331","(16,18]","F","1","1+","1"
"8332","(16,18]","M","2","0","1"
"8333","(18,21]","F","1","0","1"
"8334","(16,18]","F","1","0","1"
"8335","(18,21]","F","2","0","1"
"8336","(18,21]","M","3","0","1"
"8337","(18,21]","F","1","0","1"
"8338","(21,80]","M","1","0","1"
"8339","(18,21]","F","1","0","1"
"8340","(21,80]","F","3","0","1"
"8341","(16,18]","F","2","0","1"
"8342","(16,18]","M","3","0","1"
"8343","(21,80]","M","1","0","1"
"8344","(21,80]","F","2","0","1"
"8345","(21,80]","F","2","0","1"
"8346","(16,18]","F","3","0","1"
"8347","(16,18]","F","2","0","1"
"8348","(18,21]","M","1","0","1"
"8349","(18,21]","F","1","0","1"
"8350","(16,18]","F","3","0","1"
"8351","(16,18]","M","2","0","1"
"8352","(21,80]","F","1","0","1"
"8353","(16,18]","M","1","0","1"
"8354","(21,80]","M","3","1+","1"
"8355","(16,18]","F","1","0","1"
"8356","(16,18]","F","1","0","1"
"8357","(21,80]","M","1","0","1"
"8358","(16,18]","M","3","0","1"
"8359","(18,21]","M","2","0","1"
"8360","(16,18]","M","1","0","1"
"8361","(16,18]","F","1","0","1"
"8362","(18,21]","F","2","0","1"
"8363","(18,21]","M","3","0","1"
"8364","(18,21]","M","1","0","1"
"8365","(18,21]","M","2","0","1"
"8366","(21,80]","F","1","0","1"
"8367","(16,18]","M","1","1+","1"
"8368","(16,18]","F","1","0","1"
"8369","(16,18]","M","1","1+","1"
"8370","(21,80]","F","2","0","1"
"8371","(18,21]","M","1","0","1"
"8372","(21,80]","F","2","0","1"
"8373","(21,80]","M","2","0","1"
"8374","(21,80]","M","2","0","1"
"8375","(16,18]","F","1","0","1"
"8376","(16,18]","F","1","0","1"
"8377","(21,80]","F","1","0","1"
"8378","(18,21]","F","3","0","1"
"8379","(16,18]","F","2","0","1"
"8380","(16,18]","M","1","0","1"
"8381","(21,80]","M","1","0","1"
"8382","(18,21]","M","1","0","1"
"8383","(21,80]","F","1","0","1"
"8384","(21,80]","F","1","0","1"
"8385","(16,18]","F","3","0","1"
"8386","(16,18]","M","1","0","1"
"8387","(16,18]","F","3","0","1"
"8388","(16,18]","F","2","0","1"
"8389","(21,80]","F","1","0","1"
"8390","(21,80]","F","1","0","1"
"8391","(16,18]","F","1","0","1"
"8392","(21,80]","F","3","0","1"
"8393","(18,21]","F","2","0","1"
"8394","(16,18]","F","1","0","1"
"8395","(16,18]","M","2","1+","1"
"8396","(21,80]","F","3","0","1"
"8397","(18,21]","M","3","0","1"
"8398","(21,80]","M","2","0","1"
"8399","(18,21]","F","1","0","1"
"8400","(21,80]","F","1","0","1"
"8401","(21,80]","F","2","0","1"
"8402","(18,21]","F","1","0","1"
"8403","(16,18]","F","1","0","1"
"8404","(16,18]","M","1","0","1"
"8405","(21,80]","F","1","0",NA
"8406","(16,18]","F","1","0","1"
"8407","(16,18]","M","2","0","1"
"8408","(16,18]","M","1","0","1"
"8409","(21,80]","F","2","0","1"
"8410","(18,21]","F","1","0","1"
"8411","(18,21]","F","1","0","1"
"8412","(18,21]","M","1","0","1"
"8413","(21,80]","F","1","0","1"
"8414","(18,21]","M","2","0","1"
"8415","(16,18]","M","2","0","1"
"8416","(16,18]","F","1","0","1"
"8417","(16,18]","M","2","0","1"
"8418","(18,21]","F","1","0","1"
"8419","(21,80]","M","1","0",NA
"8420","(21,80]","F","2","0","1"
"8421","(21,80]","F","1","0","1"
"8422","(21,80]","F","1","0","1"
"8423","(18,21]","F","3","0","1"
"8424","(18,21]","M","1","0","1"
"8425","(16,18]","F","2","0","1"
"8426","(21,80]","F","3","0","1"
"8427","(16,18]","F","3","0","1"
"8428","(16,18]","M","1","0","1"
"8429","(16,18]","M","1","1+","1"
"8430","(18,21]","F","2","0","1"
"8431","(16,18]","F","1","0","1"
"8432","(16,18]","M","2","0",NA
"8433","(16,18]","M","2","0","1"
"8434","(21,80]","F","2","0","1"
"8435","(21,80]","F","1","0","1"
"8436","(21,80]","F","3","0","1"
"8437","(18,21]","F","2","0","1"
"8438","(16,18]","F","2","0","1"
"8439","(21,80]","F","3","0","1"
"8440","(16,18]","F","3","0","1"
"8441","(16,18]","M","2","0","1"
"8442","(16,18]","M","2","0","1"
"8443","(21,80]","M","1","0","1"
"8444","(18,21]","F","1","0","1"
"8445","(16,18]","F","1","0","1"
"8446","(16,18]","M","2","0","1"
"8447","(21,80]","M","1","0","1"
"8448","(16,18]","M","2","0","1"
"8449","(18,21]","M","2","0","1"
"8450","(18,21]","F","1","0","1"
"8451","(16,18]","M","2","0","1"
"8452","(18,21]","F","2","0","1"
"8453","(18,21]","F","1","1+","1"
"8454","(18,21]","F","2","0",NA
"8455","(21,80]","F","1","0","1"
"8456","(18,21]","F","1","0","1"
"8457","(21,80]","F","1","0","1"
"8458","(21,80]","F","1","0","1"
"8459","(16,18]","M","2","0","1"
"8460","(16,18]","M","1","0","1"
"8461","(21,80]","M","2","0","1"
"8462","(21,80]","M","3","0","1"
"8463","(18,21]","F","1","0","1"
"8464","(16,18]","M","1","0","1"
"8465","(21,80]","F","2","0","1"
"8466","(16,18]","F","1","0","1"
"8467","(16,18]","F","1","0","1"
"8468","(18,21]","M","3","0","1"
"8469","(21,80]","F","1","0","1"
"8470","(18,21]","F","1","0","1"
"8471","(21,80]","F","1","0","1"
"8472","(21,80]","F","1","0","1"
"8473","(21,80]","M","1","0","1"
"8474","(16,18]","F","1","0","1"
"8475","(21,80]","M","3","0","1"
"8476","(16,18]","F","1","0","1"
"8477","(21,80]","F","1","0","1"
"8478","(18,21]","F","3","0","1"
"8479","(18,21]","F","1","0","1"
"8480","(21,80]","F","2","0","1"
"8481","(16,18]","F","3","0","1"
"8482","(16,18]","F","2","0",NA
"8483","(16,18]","M","1","0","1"
"8484","(16,18]","F","1","0","1"
"8485","(16,18]","F","1","0","1"
"8486","(21,80]","F","1","0","1"
"8487","(21,80]","M","1","0","1"
"8488","(18,21]","F","1","0","1"
"8489","(21,80]","F","1","0","1"
"8490","(21,80]","F","1","0","1"
"8491","(21,80]","M","1","0","1"
"8492","(18,21]","F","1","0","1"
"8493","(18,21]","F","1","0","1"
"8494","(18,21]","F","1","0","1"
"8495","(21,80]","F","1","0","1"
"8496","(21,80]","M","3","0","1"
"8497","(21,80]","F","2","0","1"
"8498","(16,18]","F","1","0","1"
"8499","(21,80]","F","3","0","1"
"8500","(21,80]","F","1","0","1"
"8501","(21,80]","F","2","0","1"
"8502","(21,80]","M","2","0","1"
"8503","(21,80]","M","2","0","1"
"8504","(16,18]","F","1","0","1"
"8505","(16,18]","M","1","0","1"
"8506","(21,80]","F","1","1+","1"
"8507","(16,18]","M","1","0","1"
"8508","(18,21]","F","2","0","1"
"8509","(16,18]","F","2","0","1"
"8510","(18,21]","F","3","0","1"
"8511","(16,18]","M","1","0","1"
"8512","(18,21]","M","2","0","1"
"8513","(21,80]","F","2","0","1"
"8514","(21,80]","F","1","0","1"
"8515","(16,18]","M","1","0","1"
"8516","(21,80]","M","2","0","1"
"8517","(21,80]","F","1","0","1"
"8518","(18,21]","M","1","0","1"
"8519","(16,18]","F","2","0","1"
"8520","(21,80]","M","1","0","1"
"8521","(21,80]","F","2","0","1"
"8522","(16,18]","F","1","0","1"
"8523","(21,80]","F","1","0","1"
"8524","(16,18]","M","1","1+","1"
"8525","(21,80]","F","1","0","1"
"8526","(18,21]","F","2","0","1"
"8527","(21,80]","F","1","0","1"
"8528","(21,80]","F","2","0","1"
"8529","(21,80]","M","2","0","1"
"8530","(21,80]","F","1","0","1"
"8531","(21,80]","M","2","0","1"
"8532","(18,21]","F","1","0","1"
"8533","(16,18]","M","2","0","1"
"8534","(16,18]","F","1","0","1"
"8535","(18,21]","F","3","0","1"
"8536","(21,80]","F","2","0","1"
"8537","(18,21]","F","2","0","1"
"8538","(16,18]","M","1","0","1"
"8539","(21,80]","F","1","0","1"
"8540","(16,18]","M","3","0","1"
"8541","(21,80]","M","2","0","1"
"8542","(18,21]","M","2","0","1"
"8543","(16,18]","F","1","0","1"
"8544","(21,80]","M","1","0","1"
"8545","(16,18]","F","1","0","1"
"8546","(21,80]","F","3","0","1"
"8547","(16,18]","M","2","0","1"
"8548","(16,18]","M","1","0","1"
"8549","(16,18]","M","2","0","1"
"8550","(21,80]","M","2","0","1"
"8551","(21,80]","M","1","0","1"
"8552","(16,18]","F","1","0","1"
"8553","(21,80]","F","3","0","1"
"8554","(18,21]","F","3","0","1"
"8555","(21,80]","F","1","0","1"
"8556","(21,80]","M","1","0","1"
"8557","(21,80]","M","1","0","1"
"8558","(18,21]","F","1","0","1"
"8559","(16,18]","F","1","0","1"
"8560","(18,21]","F","1","0","1"
"8561","(18,21]","F","1","0","1"
"8562","(21,80]","F","1","0","1"
"8563","(16,18]","M","1","1+","1"
"8564","(21,80]","F","2","0","1"
"8565","(18,21]","M","1","0","1"
"8566","(18,21]","M","2","0","1"
"8567","(18,21]","F","1","0","1"
"8568","(16,18]","F","1","0","1"
"8569","(16,18]","F","3","0","1"
"8570","(21,80]","F","2","0","1"
"8571","(16,18]","M","2","0","1"
"8572","(21,80]","F","3","0","1"
"8573","(16,18]","M","3","0","1"
"8574","(21,80]","F","1","0","1"
"8575","(21,80]","F","1","0","1"
"8576","(16,18]","M","1","0","1"
"8577","(18,21]","F","1","0","1"
"8578","(18,21]","F","3","0","1"
"8579","(21,80]","F","2","0","1"
"8580","(21,80]","F","1","0","1"
"8581","(21,80]","F","1","0","1"
"8582","(16,18]","F","2","0","1"
"8583","(21,80]","F","2","1+","1"
"8584","(21,80]","M","3","0","1"
"8585","(21,80]","M","1","0","1"
"8586","(21,80]","F","1","0","1"
"8587","(21,80]","F","2","0","1"
"8588","(16,18]","F","3","0","1"
"8589","(21,80]","F","2","0","1"
"8590","(16,18]","M","3","0","1"
"8591","(21,80]","F","2","0","1"
"8592","(21,80]","F","1","0","1"
"8593","(18,21]","F","1","0","1"
"8594","(21,80]","F","1","0","1"
"8595","(16,18]","M","1","0","1"
"8596","(21,80]","F","1","0","1"
"8597","(18,21]","M","1","0","1"
"8598","(16,18]","M","1","0","1"
"8599","(16,18]","F","2","0","1"
"8600","(18,21]","M","2","0","1"
"8601","(16,18]","F","1","0","1"
"8602","(16,18]","M","1","0","1"
"8603","(21,80]","F","1","0","1"
"8604","(16,18]","F","1","0","1"
"8605","(21,80]","F","3","0","1"
"8606","(21,80]","F","2","0","1"
"8607","(18,21]","F","1","0","1"
"8608","(16,18]","F","1","0","1"
"8609","(16,18]","F","2","0","1"
"8610","(16,18]","F","1","0","1"
"8611","(18,21]","F","1","0","1"
"8612","(18,21]","F","1","0","1"
"8613","(21,80]","F","1","0","1"
"8614","(21,80]","F","2","0","1"
"8615","(18,21]","M","2","0","1"
"8616","(21,80]","F","2","0","1"
"8617","(18,21]","M","3","0","1"
"8618","(16,18]","F","3","0","1"
"8619","(21,80]","F","1","0","1"
"8620","(18,21]","F","1","0","1"
"8621","(21,80]","F","1","0","1"
"8622","(21,80]","F","1","0","1"
"8623","(18,21]","F","1","0","1"
"8624","(18,21]","F","2","0","1"
"8625","(21,80]","M","3","0","1"
"8626","(16,18]","M","1","1+","1"
"8627","(21,80]","F","2","0","1"
"8628","(18,21]","M","3","0","1"
"8629","(16,18]","F","1","0","1"
"8630","(21,80]","F","1","0","1"
"8631","(16,18]","F","2","0","1"
"8632","(21,80]","F","2","0","1"
"8633","(18,21]","F","2","0","1"
"8634","(18,21]","M","1","0","1"
"8635","(21,80]","F","2","0","1"
"8636","(18,21]","F","2","0","1"
"8637","(21,80]","F","1","0","1"
"8638","(21,80]","M","1","0","1"
"8639","(21,80]","F","1","0","1"
"8640","(21,80]","F","2","0","1"
"8641","(16,18]","F","1","0","1"
"8642","(21,80]","M","1","0","1"
"8643","(18,21]","F","2","0","1"
"8644","(21,80]","F","2","0","1"
"8645","(21,80]","F","2","0","1"
"8646","(18,21]","F","3","0","1"
"8647","(16,18]","F","3","0","1"
"8648","(18,21]","F","3","0","1"
"8649","(21,80]","F","1","0","1"
"8650","(21,80]","F","2","0","1"
"8651","(21,80]","F","1","0","1"
"8652","(18,21]","M","2","0","1"
"8653","(18,21]","M","1","0","1"
"8654","(21,80]","M","1","0","1"
"8655","(21,80]","M","2","0","1"
"8656","(21,80]","F","2","0","1"
"8657","(21,80]","F","1","0","1"
"8658","(21,80]","F","2","0","1"
"8659","(21,80]","F","1","0","1"
"8660","(16,18]","F","1","0","1"
"8661","(16,18]","M","2","0","1"
"8662","(21,80]","F","1","0","1"
"8663","(18,21]","F","1","0","1"
"8664","(16,18]","F","1","0","1"
"8665","(16,18]","F","2","0","1"
"8666","(16,18]","F","3","1+","1"
"8667","(16,18]","F","1","0","1"
"8668","(21,80]","F","1","0","1"
"8669","(21,80]","M","3","0","1"
"8670","(21,80]","F","1","0","1"
"8671","(16,18]","M","1","1+","1"
"8672","(16,18]","F","2","0","1"
"8673","(18,21]","M","2","0","1"
"8674","(21,80]","F","2","0","1"
"8675","(16,18]","F","1","0","1"
"8676","(16,18]","F","1","0","1"
"8677","(16,18]","F","3","0","1"
"8678","(16,18]","M","1","0","1"
"8679","(16,18]","M","1","0","1"
"8680","(16,18]","M","3","0","1"
"8681","(16,18]","M","1","1+","1"
"8682","(21,80]","M","2","0","1"
"8683","(18,21]","F","1","0","1"
"8684","(16,18]","F","3","0","1"
"8685","(18,21]","F","1","0","1"
"8686","(21,80]","F","3","0","1"
"8687","(16,18]","F","1","0","1"
"8688","(18,21]","M","1","0","1"
"8689","(21,80]","F","1","0","1"
"8690","(21,80]","F","1","0","1"
"8691","(21,80]","F","3","0","1"
"8692","(21,80]","F","1","0","1"
"8693","(16,18]","F","2","0","1"
"8694","(16,18]","F","1","0","1"
"8695","(16,18]","F","2","0","1"
"8696","(16,18]","M","3","0","1"
"8697","(18,21]","M","3","0","1"
"8698","(16,18]","M","1","0","1"
"8699","(21,80]","F","1","0","1"
"8700","(18,21]","F","1","0","1"
"8701","(18,21]","F","2","0","1"
"8702","(16,18]","F","1","0","1"
"8703","(21,80]","M","3","0","1"
"8704","(21,80]","M","1","0","1"
"8705","(21,80]","F","1","0","1"
"8706","(18,21]","F","1","0","1"
"8707","(18,21]","F","2","0","1"
"8708","(16,18]","F","1","1+","1"
"8709","(21,80]","F","1","0","1"
"8710","(18,21]","F","3","0","1"
"8711","(16,18]","F","2","0","1"
"8712","(16,18]","F","1","1+","1"
"8713","(18,21]","M","2","0","1"
"8714","(18,21]","F","1","0","1"
"8715","(21,80]","M","3","0","1"
"8716","(16,18]","M","3","0","1"
"8717","(16,18]","M","1","0","1"
"8718","(16,18]","M","1","0","1"
"8719","(16,18]","M","2","1+",NA
"8720","(16,18]","M","3","0","1"
"8721","(18,21]","M","3","0","1"
"8722","(21,80]","F","1","0","1"
"8723","(16,18]","F","1","0","1"
"8724","(16,18]","M","2","0","1"
"8725","(18,21]","F","1","0","1"
"8726","(16,18]","M","2","0","1"
"8727","(16,18]","M","2","0","1"
"8728","(16,18]","M","1","1+","1"
"8729","(18,21]","M","1","0","1"
"8730","(18,21]","F","2","0","1"
"8731","(18,21]","F","2","0","1"
"8732","(16,18]","M","1","0","1"
"8733","(16,18]","F","3","0","1"
"8734","(21,80]","F","1","0","1"
"8735","(18,21]","M","1","0","1"
"8736","(18,21]","F","1","0","1"
"8737","(21,80]","F","2","0","1"
"8738","(18,21]","F","1","0","1"
"8739","(21,80]","F","2","0","1"
"8740","(16,18]","F","2","1+","1"
"8741","(21,80]","F","2","0","1"
"8742","(21,80]","M","1","0","1"
"8743","(18,21]","F","2","0","1"
"8744","(21,80]","F","2","1+","1"
"8745","(16,18]","F","1","0","1"
"8746","(21,80]","M","2","0","1"
"8747","(18,21]","F","1","0","1"
"8748","(16,18]","M","1","0","1"
"8749","(16,18]","F","1","0","1"
"8750","(16,18]","M","2","0","1"
"8751","(18,21]","F","2","0","1"
"8752","(21,80]","F","3","0","1"
"8753","(21,80]","F","1","0","1"
"8754","(16,18]","M","1","0","1"
"8755","(16,18]","M","2","0","1"
"8756","(18,21]","F","2","0","1"
"8757","(21,80]","F","2","0","1"
"8758","(21,80]","M","3","0","1"
"8759","(18,21]","M","2","0","1"
"8760","(18,21]","F","1","0","1"
"8761","(16,18]","F","1","1+","1"
"8762","(16,18]","F","3","0","1"
"8763","(16,18]","F","2","1+","1"
"8764","(18,21]","F","2","0","1"
"8765","(16,18]","F","1","0","1"
"8766","(16,18]","F","1","1+","1"
"8767","(16,18]","M","1","0","1"
"8768","(16,18]","F","2","0","1"
"8769","(18,21]","M","1","0","1"
"8770","(16,18]","M","2","0","1"
"8771","(16,18]","M","1","0","1"
"8772","(16,18]","F","3","0","1"
"8773","(16,18]","M","3","0","1"
"8774","(18,21]","M","3","0","1"
